Business_Name,Category,City,Locality,Address,Latitude,Longitude,Website,Phone,Rating,Opening_Hours,Parking,Delivery,Status,Has_Website,Opportunity_Flag,Rating_Band
Gumla School 438,School,Gumla,Civil Lines,"Civil Lines, Gumla, Jharkhand",22.15663,83.820102,https://www.gumlaschool438.com,+91-9417476097,4.7,9AM-8PM,Yes,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Ranchi Bakery 439,Bakery,Ranchi,Harmu,"Harmu, Ranchi, Jharkhand",24.520488,86.304066,https://www.ranchibakery439.com,+91-9356395115,4.0,9AM-8PM,Yes,No,Open,Yes,Has Website,Very Good (4.0-4.4)
Chatra Supermarket 440,Supermarket,Chatra,Bus Stand,"Bus Stand, Chatra, Jharkhand",22.9178,85.763616,https://www.chatrasupermarket440.com,+91-9218609961,3.6,7AM-9PM,Yes,Yes,Open,Yes,Has Website,Good (3.5-3.9)
Bokaro Electronics 441,Electronics,Bokaro,Sakchi,"Sakchi, Bokaro, Jharkhand",22.52485,83.327269,https://www.bokaroelectronics441.com,+91-9789075603,4.8,24 Hours,Yes,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Dhanbad School 442,School,Dhanbad,Main Road,"Main Road, Dhanbad, Jharkhand",24.740633,84.034952,https://www.dhanbadschool442.com,+91-9627642633,4.9,9AM-8PM,Limited,Yes,Open,Yes,Has Website,Excellent (4.5-5.0)
Pakur Clinic 443,Clinic,Pakur,Lower Bazar,"Lower Bazar, Pakur, Jharkhand",23.057206,86.033735,https://www.pakurclinic443.com,+91-9984379899,4.4,7AM-9PM,No,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
Bokaro Gym 444,Gym,Bokaro,Station Road,"Station Road, Bokaro, Jharkhand",24.125516,85.326644,https://www.bokarogym444.com,+91-9303431575,3.8,8AM-10PM,Limited,No,Open,Yes,Has Website,Good (3.5-3.9)
Koderma Grocery Store 445,Grocery Store,Koderma,Harmu,"Harmu, Koderma, Jharkhand",23.02389,85.034882,https://www.kodermagrocerystore445.com,+91-9814298538,4.1,8AM-10PM,Limited,No,Open,Yes,Has Website,Very Good (4.0-4.4)
Hazaribagh Hardware 446,Hardware,Hazaribagh,Adityapur,"Adityapur, Hazaribagh, Jharkhand",24.945301,84.972049,https://www.hazaribaghhardware446.com,+91-9478305093,4.9,24 Hours,No,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Chatra Hardware 447,Hardware,Chatra,Market Area,"Market Area, Chatra, Jharkhand",23.639434,84.055713,https://www.chatrahardware447.com,+91-9922172936,4.3,24 Hours,No,No,Open,Yes,Has Website,Very Good (4.0-4.4)
Jamshedpur Restaurant 448,Restaurant,Jamshedpur,Bus Stand,"Bus Stand, Jamshedpur, Jharkhand",23.737288,85.270437,https://www.jamshedpurrestaurant448.com,+91-9424100009,3.5,24 Hours,Yes,No,Open,Yes,Has Website,Good (3.5-3.9)
Gumla Gym 449,Gym,Gumla,Harmu,"Harmu, Gumla, Jharkhand",24.727767,83.818859,https://www.gumlagym449.com,+91-9140519046,4.2,24 Hours,No,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
Dumka Jewelry 450,Jewelry,Dumka,Station Road,"Station Road, Dumka, Jharkhand",23.661461,85.47626,https://www.dumkajewelry450.com,+91-9333471497,4.6,9AM-8PM,Yes,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Bokaro Hospital 451,Hospital,Bokaro,Harmu,"Harmu, Bokaro, Jharkhand",23.876764,83.349486,https://www.bokarohospital451.com,+91-9967949720,4.4,24 Hours,No,No,Open,Yes,Has Website,Very Good (4.0-4.4)
Giridih Grocery Store 452,Grocery Store,Giridih,Kokar,"Kokar, Giridih, Jharkhand",23.908338,85.609207,https://www.giridihgrocerystore452.com,+91-9112277573,4.5,7AM-9PM,No,Yes,Open,Yes,Has Website,Excellent (4.5-5.0)
Lohardaga Clinic 453,Clinic,Lohardaga,Civil Lines,"Civil Lines, Lohardaga, Jharkhand",22.930495,85.991075,https://www.lohardagaclinic453.com,+91-9264494545,3.6,9AM-8PM,Limited,Yes,Open,Yes,Has Website,Good (3.5-3.9)
Dumka ATM 454,ATM,Dumka,Upper Bazar,"Upper Bazar, Dumka, Jharkhand",23.132967,83.728756,https://www.dumkaatm454.com,+91-9188632141,4.2,9AM-8PM,No,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
Pakur Gym 455,Gym,Pakur,Upper Bazar,"Upper Bazar, Pakur, Jharkhand",24.043612,86.248132,https://www.pakurgym455.com,+91-9616386600,4.3,8AM-10PM,Limited,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
Chaibasa Hotel 456,Hotel,Chaibasa,Upper Bazar,"Upper Bazar, Chaibasa, Jharkhand",23.240197,85.938952,https://www.chaibasahotel456.com,+91-9718494872,3.6,9AM-8PM,No,No,Open,Yes,Has Website,Good (3.5-3.9)
Khunti Hardware 457,Hardware,Khunti,Harmu,"Harmu, Khunti, Jharkhand",23.91623,86.278725,https://www.khuntihardware457.com,+91-9281736451,5.0,8AM-10PM,No,Yes,Open,Yes,Has Website,Excellent (4.5-5.0)
Khunti Electronics 458,Electronics,Khunti,Civil Lines,"Civil Lines, Khunti, Jharkhand",24.223201,86.611057,https://www.khuntielectronics458.com,+91-9220658235,4.6,8AM-10PM,No,Yes,Open,Yes,Has Website,Excellent (4.5-5.0)
Dumka Grocery Store 459,Grocery Store,Dumka,Sakchi,"Sakchi, Dumka, Jharkhand",23.363571,84.527507,https://www.dumkagrocerystore459.com,+91-9894582888,4.3,24 Hours,Limited,No,Open,Yes,Has Website,Very Good (4.0-4.4)
Ranchi Supermarket 460,Supermarket,Ranchi,Bistupur,"Bistupur, Ranchi, Jharkhand",23.699015,85.854113,https://www.ranchisupermarket460.com,+91-9146688450,3.9,8AM-10PM,Limited,No,Open,Yes,Has Website,Good (3.5-3.9)
Koderma Fuel Station 461,Fuel Station,Koderma,Main Road,"Main Road, Koderma, Jharkhand",22.149793,85.841491,https://www.kodermafuelstation461.com,+91-9811871111,4.8,7AM-9PM,Yes,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Giridih Bank 462,Bank,Giridih,Bistupur,"Bistupur, Giridih, Jharkhand",23.475621,86.038755,https://www.giridihbank462.com,+91-9438718269,4.2,7AM-9PM,Yes,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
Gumla Fuel Station 463,Fuel Station,Gumla,Kokar,"Kokar, Gumla, Jharkhand",22.014465,84.189569,https://www.gumlafuelstation463.com,+91-9668455421,4.0,8AM-10PM,Yes,No,Open,Yes,Has Website,Very Good (4.0-4.4)
Khunti Mobile Store 464,Mobile Store,Khunti,Kanke,"Kanke, Khunti, Jharkhand",22.856979,87.183978,https://www.khuntimobilestore464.com,+91-9638214657,3.9,24 Hours,No,Yes,Open,Yes,Has Website,Good (3.5-3.9)
Giridih Jewelry 465,Jewelry,Giridih,Civil Lines,"Civil Lines, Giridih, Jharkhand",22.975358,84.771386,https://www.giridihjewelry465.com,+91-9247382533,3.6,8AM-10PM,No,Yes,Open,Yes,Has Website,Good (3.5-3.9)
Pakur Supermarket 466,Supermarket,Pakur,Bus Stand,"Bus Stand, Pakur, Jharkhand",24.679206,84.517139,https://www.pakursupermarket466.com,+91-9682219061,3.7,8AM-10PM,Yes,No,Open,Yes,Has Website,Good (3.5-3.9)
Deoghar Gym 467,Gym,Deoghar,Bistupur,"Bistupur, Deoghar, Jharkhand",24.937057,87.103108,https://www.deoghargym467.com,+91-9255856197,4.5,24 Hours,Yes,Yes,Open,Yes,Has Website,Excellent (4.5-5.0)
Deoghar Hardware 468,Hardware,Deoghar,Kokar,"Kokar, Deoghar, Jharkhand",22.03845,84.47475,https://www.deogharhardware468.com,+91-9544572227,4.9,24 Hours,Yes,Yes,Open,Yes,Has Website,Excellent (4.5-5.0)
Hazaribagh Supermarket 469,Supermarket,Hazaribagh,Main Road,"Main Road, Hazaribagh, Jharkhand",24.237342,85.647926,https://www.hazaribaghsupermarket469.com,+91-9386541544,4.4,8AM-10PM,Yes,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
Latehar Hotel 470,Hotel,Latehar,Civil Lines,"Civil Lines, Latehar, Jharkhand",23.456974,85.618847,https://www.lateharhotel470.com,+91-9864524716,4.5,9AM-8PM,No,Yes,Open,Yes,Has Website,Excellent (4.5-5.0)
Giridih Electronics 471,Electronics,Giridih,Main Road,"Main Road, Giridih, Jharkhand",23.175767,87.07526,https://www.giridihelectronics471.com,+91-9389758574,4.9,8AM-10PM,Yes,Yes,Open,Yes,Has Website,Excellent (4.5-5.0)
Chatra Fuel Station 472,Fuel Station,Chatra,Sakchi,"Sakchi, Chatra, Jharkhand",24.013588,86.6671,https://www.chatrafuelstation472.com,+91-9364982130,4.1,9AM-8PM,Limited,No,Open,Yes,Has Website,Very Good (4.0-4.4)
Lohardaga School 473,School,Lohardaga,Harmu,"Harmu, Lohardaga, Jharkhand",23.558478,85.765575,https://www.lohardagaschool473.com,+91-9856035092,4.7,9AM-8PM,No,Yes,Open,Yes,Has Website,Excellent (4.5-5.0)
Gumla Gym 474,Gym,Gumla,Bistupur,"Bistupur, Gumla, Jharkhand",24.901492,83.357006,https://www.gumlagym474.com,+91-9515965279,4.3,8AM-10PM,No,No,Open,Yes,Has Website,Very Good (4.0-4.4)
Dumka Furniture 475,Furniture,Dumka,Sakchi,"Sakchi, Dumka, Jharkhand",22.44946,84.377679,https://www.dumkafurniture475.com,+91-9158569033,4.5,9AM-8PM,Yes,Yes,Open,Yes,Has Website,Excellent (4.5-5.0)
Gumla Hospital 476,Hospital,Gumla,Civil Lines,"Civil Lines, Gumla, Jharkhand",23.1292,84.493844,https://www.gumlahospital476.com,+91-9126749178,3.8,8AM-10PM,No,Yes,Open,Yes,Has Website,Good (3.5-3.9)
Koderma Hardware 477,Hardware,Koderma,Kokar,"Kokar, Koderma, Jharkhand",24.339459,86.073499,https://www.kodermahardware477.com,+91-9232654592,3.6,24 Hours,Yes,No,Open,Yes,Has Website,Good (3.5-3.9)
Chatra Gym 478,Gym,Chatra,Civil Lines,"Civil Lines, Chatra, Jharkhand",23.086036,84.722428,https://www.chatragym478.com,+91-9924913247,3.8,8AM-10PM,Yes,Yes,Open,Yes,Has Website,Good (3.5-3.9)
Pakur Cafe 479,Cafe,Pakur,Bus Stand,"Bus Stand, Pakur, Jharkhand",22.878555,86.274522,https://www.pakurcafe479.com,+91-9579166131,3.9,8AM-10PM,Yes,Yes,Open,Yes,Has Website,Good (3.5-3.9)
Ranchi Jewelry 480,Jewelry,Ranchi,Sakchi,"Sakchi, Ranchi, Jharkhand",23.442883,85.194569,https://www.ranchijewelry480.com,+91-9966997739,3.5,8AM-10PM,Limited,No,Open,Yes,Has Website,Good (3.5-3.9)
Sahibganj ATM 481,ATM,Sahibganj,Station Road,"Station Road, Sahibganj, Jharkhand",23.75365,83.226292,https://www.sahibganjatm481.com,+91-9687703577,3.9,8AM-10PM,Yes,Yes,Open,Yes,Has Website,Good (3.5-3.9)
Koderma Cafe 482,Cafe,Koderma,MG Road,"MG Road, Koderma, Jharkhand",22.060163,86.615317,https://www.kodermacafe482.com,+91-9816182084,4.4,24 Hours,Yes,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
Hazaribagh ATM 483,ATM,Hazaribagh,Civil Lines,"Civil Lines, Hazaribagh, Jharkhand",23.966271,85.644359,https://www.hazaribaghatm483.com,+91-9842507091,4.5,8AM-10PM,No,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Dumka Hotel 484,Hotel,Dumka,MG Road,"MG Road, Dumka, Jharkhand",23.055708,84.715757,https://www.dumkahotel484.com,+91-9172656540,4.6,7AM-9PM,No,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Chaibasa Grocery Store 485,Grocery Store,Chaibasa,MG Road,"MG Road, Chaibasa, Jharkhand",23.531158,85.298585,https://www.chaibasagrocerystore485.com,+91-9847141233,3.8,7AM-9PM,No,No,Open,Yes,Has Website,Good (3.5-3.9)
Medininagar School 486,School,Medininagar,Bus Stand,"Bus Stand, Medininagar, Jharkhand",23.526174,87.180097,https://www.medininagarschool486.com,+91-9479947133,4.9,9AM-8PM,Limited,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Chatra Bakery 487,Bakery,Chatra,Market Area,"Market Area, Chatra, Jharkhand",24.075761,87.117031,https://www.chatrabakery487.com,+91-9101697496,3.7,7AM-9PM,Limited,Yes,Open,Yes,Has Website,Good (3.5-3.9)
Pakur ATM 488,ATM,Pakur,Main Road,"Main Road, Pakur, Jharkhand",22.951377,85.441662,https://www.pakuratm488.com,+91-9784514218,3.8,24 Hours,No,Yes,Open,Yes,Has Website,Good (3.5-3.9)
Simdega Furniture 489,Furniture,Simdega,Adityapur,"Adityapur, Simdega, Jharkhand",22.921772,83.224525,https://www.simdegafurniture489.com,+91-9836410568,4.0,7AM-9PM,Yes,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
Latehar Hardware 490,Hardware,Latehar,Sakchi,"Sakchi, Latehar, Jharkhand",24.341763,85.782609,https://www.lateharhardware490.com,+91-9617001884,3.7,24 Hours,No,No,Open,Yes,Has Website,Good (3.5-3.9)
Simdega Cafe 491,Cafe,Simdega,Bus Stand,"Bus Stand, Simdega, Jharkhand",23.644828,85.91279,https://www.simdegacafe491.com,+91-9696116984,4.3,24 Hours,No,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
Ranchi Jewelry 492,Jewelry,Ranchi,MG Road,"MG Road, Ranchi, Jharkhand",24.900856,85.706043,https://www.ranchijewelry492.com,+91-9278208378,4.4,7AM-9PM,No,No,Open,Yes,Has Website,Very Good (4.0-4.4)
Chaibasa Cafe 493,Cafe,Chaibasa,Bistupur,"Bistupur, Chaibasa, Jharkhand",22.210393,86.708195,https://www.chaibasacafe493.com,+91-9498984826,4.2,24 Hours,Yes,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
Ramgarh Cafe 494,Cafe,Ramgarh,Station Road,"Station Road, Ramgarh, Jharkhand",23.281322,83.299739,https://www.ramgarhcafe494.com,+91-9618255654,4.9,24 Hours,No,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Bokaro Supermarket 495,Supermarket,Bokaro,Lower Bazar,"Lower Bazar, Bokaro, Jharkhand",24.89682,85.264586,https://www.bokarosupermarket495.com,+91-9242503964,3.8,9AM-8PM,Limited,Yes,Open,Yes,Has Website,Good (3.5-3.9)
Jamshedpur Furniture 496,Furniture,Jamshedpur,Kanke,"Kanke, Jamshedpur, Jharkhand",24.494372,86.6875,https://www.jamshedpurfurniture496.com,+91-9457867151,4.2,24 Hours,Yes,No,Open,Yes,Has Website,Very Good (4.0-4.4)
Medininagar Electronics 497,Electronics,Medininagar,Market Area,"Market Area, Medininagar, Jharkhand",22.527637,84.306598,https://www.medininagarelectronics497.com,+91-9442684477,4.7,24 Hours,Yes,Yes,Open,Yes,Has Website,Excellent (4.5-5.0)
Ranchi Grocery Store 498,Grocery Store,Ranchi,Harmu,"Harmu, Ranchi, Jharkhand",23.628877,83.609501,https://www.ranchigrocerystore498.com,+91-9682535775,4.0,8AM-10PM,Limited,No,Open,Yes,Has Website,Very Good (4.0-4.4)
Hazaribagh Clothing 499,Clothing,Hazaribagh,Station Road,"Station Road, Hazaribagh, Jharkhand",22.884133,86.768972,https://www.hazaribaghclothing499.com,+91-9680440242,4.2,9AM-8PM,Limited,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
Jamshedpur Bank 500,Bank,Jamshedpur,Station Road,"Station Road, Jamshedpur, Jharkhand",23.229397,83.915932,https://www.jamshedpurbank500.com,+91-9740080432,4.8,9AM-8PM,Limited,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Ramgarh Hardware 501,Hardware,Ramgarh,Kokar,"Kokar, Ramgarh, Jharkhand",24.225208,86.437199,https://www.ramgarhhardware501.com,+91-9184337702,5.0,8AM-10PM,Yes,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Dumka Fuel Station 502,Fuel Station,Dumka,Kanke,"Kanke, Dumka, Jharkhand",23.883256,86.265974,https://www.dumkafuelstation502.com,+91-9605244785,3.8,24 Hours,No,No,Open,Yes,Has Website,Good (3.5-3.9)
Medininagar Office 503,Office,Medininagar,Upper Bazar,"Upper Bazar, Medininagar, Jharkhand",24.532375,84.499044,https://www.medininagaroffice503.com,+91-9623456368,3.5,24 Hours,No,No,Open,Yes,Has Website,Good (3.5-3.9)
Khunti Furniture 504,Furniture,Khunti,Harmu,"Harmu, Khunti, Jharkhand",23.674035,85.231799,https://www.khuntifurniture504.com,+91-9535602000,4.7,24 Hours,Limited,Yes,Open,Yes,Has Website,Excellent (4.5-5.0)
Sahibganj Clinic 505,Clinic,Sahibganj,Bistupur,"Bistupur, Sahibganj, Jharkhand",23.721608,84.154301,https://www.sahibganjclinic505.com,+91-9361661280,4.3,7AM-9PM,No,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
Pakur Hospital 506,Hospital,Pakur,Upper Bazar,"Upper Bazar, Pakur, Jharkhand",24.890616,85.468845,https://www.pakurhospital506.com,+91-9467435349,4.3,7AM-9PM,Limited,No,Open,Yes,Has Website,Very Good (4.0-4.4)
Chatra Hospital 507,Hospital,Chatra,Sakchi,"Sakchi, Chatra, Jharkhand",22.926134,83.590616,https://www.chatrahospital507.com,+91-9578047288,3.8,7AM-9PM,Limited,No,Open,Yes,Has Website,Good (3.5-3.9)
Koderma Salon 508,Salon,Koderma,Kanke,"Kanke, Koderma, Jharkhand",22.134447,84.070447,https://www.kodermasalon508.com,+91-9249160711,4.8,7AM-9PM,Yes,Yes,Open,Yes,Has Website,Excellent (4.5-5.0)
Dumka Clinic 509,Clinic,Dumka,Bistupur,"Bistupur, Dumka, Jharkhand",23.796716,84.988639,https://www.dumkaclinic509.com,+91-9320827549,4.5,24 Hours,No,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Ranchi Hospital 510,Hospital,Ranchi,Harmu,"Harmu, Ranchi, Jharkhand",24.909265,84.81679,https://www.ranchihospital510.com,+91-9236961886,4.8,7AM-9PM,Yes,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Ranchi Furniture 511,Furniture,Ranchi,Market Area,"Market Area, Ranchi, Jharkhand",23.245147,85.560655,https://www.ranchifurniture511.com,+91-9771318744,4.0,9AM-8PM,No,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
Latehar Bakery 512,Bakery,Latehar,Civil Lines,"Civil Lines, Latehar, Jharkhand",22.514681,84.73838,https://www.lateharbakery512.com,+91-9486856173,4.8,8AM-10PM,Yes,Yes,Open,Yes,Has Website,Excellent (4.5-5.0)
Ranchi College 513,College,Ranchi,Civil Lines,"Civil Lines, Ranchi, Jharkhand",24.114018,85.146805,https://www.ranchicollege513.com,+91-9568940756,5.0,8AM-10PM,Limited,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Pakur School 514,School,Pakur,Harmu,"Harmu, Pakur, Jharkhand",22.489392,85.23766,https://www.pakurschool514.com,+91-9692759204,4.7,8AM-10PM,Yes,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Lohardaga Restaurant 515,Restaurant,Lohardaga,Sakchi,"Sakchi, Lohardaga, Jharkhand",24.490412,84.147,https://www.lohardagarestaurant515.com,+91-9638727202,3.9,24 Hours,Yes,Yes,Open,Yes,Has Website,Good (3.5-3.9)
Khunti Salon 516,Salon,Khunti,Station Road,"Station Road, Khunti, Jharkhand",23.690806,87.046951,https://www.khuntisalon516.com,+91-9185967108,3.7,24 Hours,No,Yes,Open,Yes,Has Website,Good (3.5-3.9)
Dhanbad School 517,School,Dhanbad,Market Area,"Market Area, Dhanbad, Jharkhand",23.367355,86.166744,https://www.dhanbadschool517.com,+91-9818029567,3.6,24 Hours,Limited,Yes,Open,Yes,Has Website,Good (3.5-3.9)
Ranchi Clinic 518,Clinic,Ranchi,Sakchi,"Sakchi, Ranchi, Jharkhand",23.312104,86.82422,https://www.ranchiclinic518.com,+91-9716290544,4.6,24 Hours,No,Yes,Open,Yes,Has Website,Excellent (4.5-5.0)
Dumka School 519,School,Dumka,Kokar,"Kokar, Dumka, Jharkhand",24.305065,84.241773,https://www.dumkaschool519.com,+91-9775705787,4.2,7AM-9PM,Limited,No,Open,Yes,Has Website,Very Good (4.0-4.4)
Ranchi School 520,School,Ranchi,Bus Stand,"Bus Stand, Ranchi, Jharkhand",23.404281,83.707285,https://www.ranchischool520.com,+91-9182530219,4.8,8AM-10PM,Limited,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Ranchi Jewelry 521,Jewelry,Ranchi,Kokar,"Kokar, Ranchi, Jharkhand",22.284648,83.898455,https://www.ranchijewelry521.com,+91-9735408331,4.6,24 Hours,Yes,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Latehar Clothing 522,Clothing,Latehar,Civil Lines,"Civil Lines, Latehar, Jharkhand",24.348116,86.648058,https://www.lateharclothing522.com,+91-9468130224,5.0,8AM-10PM,No,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Sahibganj Clothing 523,Clothing,Sahibganj,Kokar,"Kokar, Sahibganj, Jharkhand",23.862724,84.043427,https://www.sahibganjclothing523.com,+91-9888514234,4.8,24 Hours,Yes,Yes,Open,Yes,Has Website,Excellent (4.5-5.0)
Godda Fuel Station 524,Fuel Station,Godda,Sakchi,"Sakchi, Godda, Jharkhand",22.854101,86.184602,https://www.goddafuelstation524.com,+91-9907913252,4.9,9AM-8PM,No,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Pakur Gym 525,Gym,Pakur,Main Road,"Main Road, Pakur, Jharkhand",22.816377,86.389236,https://www.pakurgym525.com,+91-9510173769,4.5,7AM-9PM,Yes,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Koderma School 526,School,Koderma,Lower Bazar,"Lower Bazar, Koderma, Jharkhand",22.767772,84.281304,https://www.kodermaschool526.com,+91-9961480639,3.6,9AM-8PM,No,Yes,Open,Yes,Has Website,Good (3.5-3.9)
Lohardaga Office 527,Office,Lohardaga,Upper Bazar,"Upper Bazar, Lohardaga, Jharkhand",22.534777,84.549626,https://www.lohardagaoffice527.com,+91-9841180707,5.0,7AM-9PM,Limited,Yes,Open,Yes,Has Website,Excellent (4.5-5.0)
Pakur Restaurant 528,Restaurant,Pakur,Station Road,"Station Road, Pakur, Jharkhand",23.525793,85.941998,https://www.pakurrestaurant528.com,+91-9477437882,3.8,8AM-10PM,Yes,Yes,Open,Yes,Has Website,Good (3.5-3.9)
Jamshedpur Hotel 529,Hotel,Jamshedpur,Harmu,"Harmu, Jamshedpur, Jharkhand",23.919817,86.541837,https://www.jamshedpurhotel529.com,+91-9743584714,4.5,7AM-9PM,Limited,Yes,Open,Yes,Has Website,Excellent (4.5-5.0)
Koderma Office 530,Office,Koderma,Harmu,"Harmu, Koderma, Jharkhand",24.3596,83.939074,https://www.kodermaoffice530.com,+91-9219019007,4.5,9AM-8PM,Limited,Yes,Open,Yes,Has Website,Excellent (4.5-5.0)
Chaibasa Fuel Station 531,Fuel Station,Chaibasa,Upper Bazar,"Upper Bazar, Chaibasa, Jharkhand",23.23095,86.813566,https://www.chaibasafuelstation531.com,+91-9926652901,4.7,7AM-9PM,No,Yes,Open,Yes,Has Website,Excellent (4.5-5.0)
Medininagar Bank 532,Bank,Medininagar,Main Road,"Main Road, Medininagar, Jharkhand",22.724716,86.451203,https://www.medininagarbank532.com,+91-9291050332,4.2,9AM-8PM,Yes,No,Open,Yes,Has Website,Very Good (4.0-4.4)
Gumla Supermarket 533,Supermarket,Gumla,Upper Bazar,"Upper Bazar, Gumla, Jharkhand",23.243761,85.655865,https://www.gumlasupermarket533.com,+91-9214084752,4.9,7AM-9PM,Yes,Yes,Open,Yes,Has Website,Excellent (4.5-5.0)
Chaibasa Hospital 534,Hospital,Chaibasa,Upper Bazar,"Upper Bazar, Chaibasa, Jharkhand",23.287646,86.78605,https://www.chaibasahospital534.com,+91-9259831058,4.5,9AM-8PM,No,Yes,Open,Yes,Has Website,Excellent (4.5-5.0)
Godda Hardware 535,Hardware,Godda,Harmu,"Harmu, Godda, Jharkhand",21.961111,86.030423,https://www.goddahardware535.com,+91-9927844881,4.2,7AM-9PM,Limited,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
Latehar Bank 536,Bank,Latehar,Station Road,"Station Road, Latehar, Jharkhand",23.651732,86.940169,https://www.lateharbank536.com,+91-9485385619,4.0,7AM-9PM,Limited,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
Medininagar Clinic 537,Clinic,Medininagar,Station Road,"Station Road, Medininagar, Jharkhand",24.473545,86.241812,https://www.medininagarclinic537.com,+91-9411340750,4.5,7AM-9PM,No,Yes,Open,Yes,Has Website,Excellent (4.5-5.0)
Bokaro Bank 538,Bank,Bokaro,Kanke,"Kanke, Bokaro, Jharkhand",24.016528,85.146014,https://www.bokarobank538.com,+91-9779454449,4.2,7AM-9PM,Yes,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
Giridih Hospital 539,Hospital,Giridih,Sakchi,"Sakchi, Giridih, Jharkhand",23.116303,86.370957,https://www.giridihhospital539.com,+91-9790853694,4.0,7AM-9PM,Yes,No,Open,Yes,Has Website,Very Good (4.0-4.4)
Jamshedpur Hardware 540,Hardware,Jamshedpur,Bistupur,"Bistupur, Jamshedpur, Jharkhand",22.304561,86.428415,https://www.jamshedpurhardware540.com,+91-9816525550,4.3,8AM-10PM,Limited,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
Deoghar Cafe 541,Cafe,Deoghar,Sakchi,"Sakchi, Deoghar, Jharkhand",23.911495,85.084879,https://www.deogharcafe541.com,+91-9763971973,3.6,8AM-10PM,Yes,Yes,Open,Yes,Has Website,Good (3.5-3.9)
Dumka Cafe 542,Cafe,Dumka,Lower Bazar,"Lower Bazar, Dumka, Jharkhand",24.331091,85.024738,https://www.dumkacafe542.com,+91-9283276335,4.8,7AM-9PM,No,Yes,Open,Yes,Has Website,Excellent (4.5-5.0)
Pakur Electronics 543,Electronics,Pakur,MG Road,"MG Road, Pakur, Jharkhand",24.384563,87.128771,https://www.pakurelectronics543.com,+91-9828424128,4.1,8AM-10PM,No,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
